date,portfolio_value
2024-12-16,100848.14034999993
2024-12-17,100254.81332999992
2024-12-18,97779.05804999993
2024-12-19,97335.52904999992
2024-12-20,98109.29628999994
2024-12-23,97145.82628999994
2024-12-24,99089.75730999993
2024-12-26,99089.75730999993
2024-12-27,99089.75730999993
2024-12-30,99041.79666999992
2024-12-31,98795.35730999993
